questions,lang,keywords
Combien d'étudiants a l'université libre d'Amsterdam?,fr,"Université libre, Amsterdam, étudiants"
Hoeveel studenten heeft de Vrije Universiteit in Amsterdam?,nl,"Vrije Universiteit, Amsterdam, studenten"
Câți studenți are Universitatea Liberă din Amsterdam?,ro,"Universitatea Liberă, Amsterdam, studenți"
Give me all Australian nonprofit organizations.,en,"nonprofit organization, Australia"
Gib mir alle gemeinnützigen Organisationen in Australien.,de,"gemeinnützige Organisation, Australien"
Dame todas las organizaciones benéficas de Australia.,es,"organizaciones benéficas, Australia"
Dammi tutte le organizzazioni australiane non a scopo di lucro.,it,"organizzazioni non a scopo di lucro, Australia"
Donnes-moi toutes les associations australiennes à but non lucratif.,fr,"Association à but non lucratif, Australie"
Noem alle Australische organisaties zonder winstoogmerk.,nl,"organisatie zonder winstoogmerk, Australië"
Dă-mi toate organizațiile non-profit din Australia.,ro,"organizație non-profit, Australia"
What did Bruce Carver die from?,en,"Bruce Carver, die"
Woran ist Bruce Carver gestorben?,de,"Bruce Carver, gestorben an"
¿De qué murió Bruce Carver?,es,"Bruce Caver, muerte"
Di cosa è morto Bruce Carver?,it,"Bruce Caver, morire"
Quel est la cause de décès de Bruce Carver?,fr,"cause de décès, Bruce Carver"
Waaraan overleed Bruce Carver?,nl,"Bruce Carver, gestorven aan"
Din ce cauză a murit Bruce Carver?,ro,"Bruce Carver, muri"
