questions,lang,keywords
मुझे ३०० से अधिक पृष्ठों के साथ विलियम गोल्डमैन की किताबें की सूचि बतायें।,hi_IN,"३०० से अधिक पृष्ठों, विलियम गोल्डमैन, किताबें"
Dă-mi toate carțile de William Glodman cu mai mult de 300 de pagini.,ro,"carte, William Goldman, pagini, mai mult de 300"
Where is Syngman Rhee buried?,en,"where, Syngman Rhee, buried"
ایسونگمن ری گجا دفن شده است؟,fa,ایسونگمن ری، دفن
Wo liegt Syngman Rhee begraben?,de,"Syngman Rhee, begraben"
¿Dónde está enterrado Syngman Rhee?,es,"Dónde, enterrado, Syngman Rhee"
Dove è sepolto Syngman Rhee?,it,"dove, sepolto, Syngman Rhee"
Où est enterré Syngman Rhee?,fr,"lieu d'enterrement, Syngman Rhee"
Waar ligt Syngman Rhee begraven?,nl,"Syngman Rhee, begrafplaats"
सिन्गमैन र्ही कहाँ दफनाया गया है?,hi_IN,"सिन्गमैन र्ही, दफनाया"
Unde este înmormântat Syngman Rhee?,ro,"unde, înmormântat, Syngman Rhee"
What is the timezone in San Pedro de Atacama?,en,"timezone, San Pedro de Atacama"
منطقه زمانی در San Pedro de Atacama چیست؟,fa,منطقه زمانی، San Pedro de Atacama
In welcher Zeitzone liegt San Pedro de Atacama?,de,"Zeitzone, San Pedro de Atacama"
¿Cuál es la zona horaria en San Pedro de Atacama?,es,"zona horaria, San Pedro de Atacama"
Qual è il fuso orario di San Pedro de Atacama?,it,"fuso orario, San Pedro de Atacama"
Quel est le fuseau horaire de San Pedro de Atacama?,fr,"fuseau horaire, San Pedro de Atacama"
Wat is de tijdzone in San Pedro de Atacama?,nl,"tijdzone, San Pedro de Atacama"
सैन पेड्रो डे अटाकामा में समय क्षेत्र क्या है?,hi_IN,"सैन पेड्रो डे अटाकामा, समय क्षेत्र"
Care este fusul orar din San Pedro de Atacama?,ro,"fus orar, San Pedro de Atacama"
To which artistic movement did the painter of The Three Dancers belong?,en,"artistic movement, painter, The Three Dancers"
نقاش سه رقصنده به چه جنبش هنری تعلق دارد؟,fa,نقاش، سه رقصنده، جنبش هنری
Welcher Stilrichtung gehörte der Maler der Drei Tänzer an?,de,"Drei Tänzer, Maler, Stilrichtung"
¿A qué estilo artístico pertenece el pinto de Los Tres Bailarines?,es,"estilo artístico, pintor, Los Tres Bailarines"
A quale movimento artistico apparteneva il pittore de I tre ballerini?,it,"movimento artistico, pittore, I tre ballerini"
A quel mouvement artistisque appartient le peintre de Les Trois Danceurs?,fr,"mouvement artistique, peintre, les trois danceurs"
Tot welke artistieke stijl behoort de schilder van de Drie Dansers?,nl,"Drie Dansers, schilder, stijl"
द थ्री डांसर्स के चित्रकार किस कलात्मक आंदोलन से हैं?,hi_IN,"द थ्री डांसर्स, चित्रकार, कलात्मक आंदोलन"
Cărui curent artistic îi aparține pictorul lucrării Trei dansatoare?,ro,"curent artistic, pictor, Trei dansatoare"
Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,en,"scientist, known for, Manhattan Project, Nobel Peace Prize"
Welcher Wissenschaftler ist bekannt für das Manhattan-Projekt und den Friedensnobelpreis?,de,"Wissenschaftler, bekannt für, Manhattan-Projekt, Friedensnobelpreis"
¿Qué científicos son conocidos por el proyecto Manhattan y el premio Nobel de la Paz?,es,"científico, conocidos, proyecto Manhattan, premio Nobel de la Paz"
Quale scienziato è conosciuto per il progetto Manhattan e per il premio Nobel per la pace?,it,"scienziato, conosciuto, progetto Manhattan, premio Nobel per la pace"
Quel chercheur est connu pour le projet Manhattan et le prix Nobel de la paix?,fr,"chercheur, projet Manhattan, prix Nobel de la paix"
Welke wetenschaper staat bekend om het Manhattan Project en de Nobelprijs voor de Vrede?,nl,"wetenschaper, bekend om, Manhattan Project, Nobelprijs voor de Vrede"
कौन सा वैज्ञानिक मैनहट्टन प्रोजेक्ट और नोबेल शांति पुरस्कार के लिए जाना जाता है?,hi_IN,"वैज्ञानिक, मैनहट्टन प्रोजेक्ट, नोबेल, शांति पुरस्कार"
Care om de știință este cunoscut pentru proiectul Manhattan și pentru premiul Nobel pentru pace?,ro,"om de știință, cunoscut pentru, proiect Manhattan, premiul Nobel pentru pace"
Show me all books in Asimov's Foundation series.,en,"books, Asimov, Foundation series"
مجموعه کتاب های آسیموف چند کتاب دارد؟,fa,مجموعه کتاب های، آسیموف، کتاب
Zeig mir alle Bücher in Asimovs Foundation-Serie.,de,"Asimov, Foundation-Serie, Bücher"
Muéstrame todos los libros en la serie Fundación de Asimov,es,"libros, serie Fundación Asimov"
Mostrami tutti i libri del Ciclo della Fondazione di Asimov,it,"libri, Ciclo della Fondazione, Asimov"
Montres-moi tous les livres du Cycle de Fondation d'Asimov.,fr,"livres, Cycle de Fondation, Asimov"
Toon alle boeken die bij de Foundation-serie horen.,nl,"boeken, Foundation-serie"
असिमोव की फाउंडेशन श्रृंखला की सारी पुस्तकों की सूचि दिखाएं।,hi_IN,"असिमोव, फाउंडेशन श्रृंखला, पुस्तकों"
Arată-mi toate cărțile din seria Fundația de Asimov,ro,"cărți, seria Fundația, Asimov"
Which museum in New York has the most visitors?,en,"museum, New York, the most visitors"
کدام موزه در نیویورک بیشترین بازدید کننده را دارد؟,fa,موزه، نیویورک، بیشترین بازدید کننده
Welches Museum in New York hat die meisten Besucher?,de,"Museum, New York, die meisten Besucher"
¿Qué museo en Nueva York tiene el mayor numero de visitantes?,es,"museo Nueva York, mayor numero visitantes"
Quale museo di New York ha il maggior numero di visitatori?,it,"museo, New York, maggior numero di visitatori"
Quel musée de New York a le plus de visiteurs?,fr,"musée, New York, nombre maximal de visiteurs"
Welk museum in New York heeft de meeste bezoekers?,nl,"museum, New York, de meeste bezoekers"
न्यूयॉर्क में कौन से संग्रहालय में सबसे अधिक आगंतुक हैं?,hi_IN,"न्यूयॉर्क, संग्रहालय, सबसे अधिक आगंतुक"
Care muzeu din New York are cei mai mulți vizitatori?,ro,"muzeu, New York, cei mai mulți vizitatori"
How high is the Yokohama Marine Tower?,en,"high, Yokohama Marine Tower"
Wie hoch ist der Yokohama Marine Tower?,de,"hoch, Yokohama Marine Tower"
¿Cómo de alta el la torre Yokohama Marine?,es,"alta, torre Yokohama Marine?"
Quanto è alta la torre Yokohama Marine?,it,"altezza, torre Yokohama Marine"
Quelle est la hauteur de la tour de Yokohama?,fr,"hauteur, tour de Yokohama"
Hoe hoog is de Yokohama Marine Tower?,nl,"hoog, Yokohama Marine Tower"
योकोहामा समुद्री टॉवर कितना ऊँचा है?,hi_IN,"योकोहामा समुद्री टॉवर, ऊँचा"
Cât de înalt este Turnul Marine Yokohama?,ro,"înalt, Turnul Marine Yokohama"
Who is the youngest Darts player?,en,"Darts player, youngest"
Wer ist der jüngste Dartspieler?,de,"Dartspieler, jüngster"
¿Quién es el jugador mas jóven de dardos?,es,jugador más jóven dardos
Chi è il giocatore di freccette più giovane?,it,"giocatore di freccette, più giovane"
Quel est le joueur de fléchettes le plus jeune?,fr,"jouer de fléchettes, plus jeune"
Wie is de jongste dartsspeler?,nl,jongste Darts speeler
सबसे छोटा डार्ट्स खिलाड़ी कौन है?,hi_IN,"सबसे छोटा, डार्ट्स खिलाड़ी"
Cine este cel mai tânăr jucător de Darts?,ro,"jucător de Darts, cel mai tânăr"
Who developed the video game World of Warcraft?,en,"video game, World of Warcraft, develop"
Wer hat das Videospiel World of Warcraft entwickelt?,de,"Videospiel, World of Warcraft, entwickeln"
¿Quién desarrolló el videojuego Warcraft?,es,"videojuego, Warcraft, desarrollar"
Chi ha creato il videogioco World of Warcraft?,it,"videogioco, World of Warcraft, creare"
Qui a développé World of Warcraft?,fr,"développé, World of Warcraft"
Wie heeft het videospel World of Warcraft ontwikkeld?,nl,"World of Warcraft, ontwikkelaar"
वर्ल्ड ऑफ़ वारक्राफ़्ट गेम किसने विकसित किया हैं?,hi_IN,"वर्ल्ड ऑफ़ वारक्राफ़्ट, गेम, विकसित"
Who was the pope that founded the Vatican Television?,en,"pope, founded, Vatican Television"
Welcher Papst hat das Vatikanische Fernsehen gegründet?,de,"Papst, gegründet, Vatikanisches Fernsehen"
¿Quien fue el papa que fundo la televisión Vaticana?,es,"papa, fundo, televisión Vaticana"
Quale papa ha fondato la televisione vaticana?,it,"papa, fondare, televisione vaticana"
Quel pape est le fondateur de la télé du Vatican?,fr,"pape, fondateur, télé du Vatican"
Welk paus richtte de Vaticaanse televisie op?,nl,"paus, oprichter, Vaticaanse televisie"
किस पोप ने वेटिकन टेलीविजन की स्थापना की थी?,hi_IN,"पोप, वेटिकन टेलीविजन, स्थापना"
Cine a fost papa care a creat televiziunea din Vatican?,ro,"papa, fondat, televiziunea din Vatican"
Who composed the music for Harold and Maude?,en,"Harold and Maude, compose, music"
Wer hat die Musik für Harold und Maude komponiert?,de,"Harold und Maude, komponieren, Musik"
¿Quién compuso la música para Harold y Maude?,es,"Harold y Maude, música, compositor"
Chi ha composto la musica per Harold e Maude?,it,"Harold e Maude, compositore, musica"
Qui a composé la musique de Harold et Maude?,fr,"composé, musique, Harold et Maude"
Wie componeerde de muziek voor Harold and Maude,nl,"componist, Harold and Maude"
हेरोल्ड एंड मॉड के लिए संगीत किसने बनाया था?,hi_IN,"हेरोल्ड एंड मॉड, संगीत, बनाया"
Give me all members of Prodigy.,en,"member, Prodigy"
تمام اعضای پرادیجی را لیست کن.,fa,اعضا، پرادیجی
Gib mir alle Bandmitglieder von Prodigy.,de,"Bandmitglied, Prodigy"
Dame todos los miembros de la banda Prodigy.,es,miembros de la banda Prodigy
Dammi tutti i membri dei Prodigy.,it,"membri, Prodigy"
Donne-moi tous les membres de Prodigy.,fr,"members, Prodigy"
Noem alle leden van Prodigy.,nl,"leden, Prodigy"
मुझे प्रोडिजी के सभी सदस्यों की सूचि बतायें।,hi_IN,"प्रोडिजी, सदस्यों"
Dă-mi toții membrii Prodigy.,ro,"membru, Prodigy"
Who is starring in Spanish movies produced by Benicio del Toro?,en,"starring, Spanish movies, produced, Benicio del Toro"
چه کسی در فیلم های اسپانیایی تولید شده توسط بنیسیو دل تورو بازی می کند؟,fa,فیلم های اسپانیایی، تولید، بنیسیو دل تورو، بازی
Wer spielt alles in spanischen Filmen produziert von Benicio del Toro mit? ,de,"mitspielen, spanische Filme, produziert, Benicio del Toro"
¿Quien protagoniza peliculas españolas producidas por Benicio del Toro?,es,"protagonista, peliculas españolas, productor, Benicio del Toro"
Chi recita nei film spagnoli prodotti da Benicio del Toro?,it,"attori, film spagnoli, prodotti, Benicio del Toro"
Quels acteurs jouent dans des films dirigés par Benicio del Toro?,fr,"acteurs, directeur, Benicio del Toro"
Wie speeld in Spaanse films geproduceerd door Benicio del Toro?,nl,"speeld, Spaanse films, geproduceerd, Benicio del Toro"
बेनिसीओ डेल टोरो द्वारा निर्मित स्पेनिश फिल्मों में कौन अभिनय करता है?,hi_IN,"बेनिसीओ डेल टोरो, निर्मित, स्पेनिश फिल्म, अभिनय"
Cine sunt protagoniști în filmele spaniole produse de Benicio del Toro?,ro,"protagoniști, filmele spaniole, produse, Benicio del Toro"
In which country is Mecca located?,en,"country, located, Mecca"
In welchem Land liegt Mekka?,de,"Land, Mekka"
¿En que país se sitúa la Meca?,es,pais Meca
In quale stato si trova La Mecca?,it,"stato, La Mecca"
Dans quel pays se trouve Mecca?,fr,"pays, Mecca"
In welk land ligt Mekka?,nl,"land, Mekka"
मक्का किस देश में स्थित है?,hi_IN,"मक्का, देश, स्थित"
În ce țară se află Mecca?,ro,"țară, se află, Mecca"
How many languages are spoken in Colombia?,en,"languages, Colombia"
چه تعداد زبان در کلمبیا صحبت می شود؟,fa,زبان، کلمبیا
Wieviele Sprachen werden in Kolumbien gesprochen?,de,"Sprachen, Kolumbien"
¿Cuántos idiomas se hablan en Colombia?,es,"idiomas, Colombia"
Quante lingue sono parlate in Colombia?,it,"lingue, Colombia"
Combien de langues sont parlées au Colombie?,fr,"langues, Colombie"
Hoeveel talen worden er in Colombia gesproken?,nl,"talen, Columbia"
कोलंबिया में कितनी भाषाएं बोली जाती हैं?,hi_IN,"कोलंबिया, भाषाएं, बोली"
Câte limbi sunt vorbite în Columbia?,ro,"limbi, Columbia"
What is the biggest stadium in Spain?,en,"biggest stadium, Spain"
بزرگترین استادیوم در اسپانیا کدام است؟,fa,بزرگترین استادیوم، اسپانیا
Was ist das größte Stadion in Spanien?,de,"Spanien, größtes Stadium"
¿Cuál es el estadio más grande de España?,es,estadio más grande España
Qual è lo stadio più grande in Spagna?,it,"stadio più grande, Spagna"
Quel est le plus grand stade d'Espagne?,fr,"plus grand stade, Espagne"
Wat is het grootste stadion van Spanje?,nl,"grootste stadion, Spanje"
"स्पेन, सबसे बड़ा, स्टेडियम",hi_IN,"कोलंबिया, भाषाएं, बोली"
Care este cel mai mare stadion din Spania?,ro,"cel mai mare stadion, Spania"
What are the five boroughs of New York?,en,"five boroughs, New York"
پنج منطقه نیویورک کدام است؟,fa,پنج، منطقه، نیویورک
Was sind die fünf Stadtteile von New York?,de,"New York, Stadtteile"
¿Cuáles son los cinco condados de Nueva York?,es,"cinco condados, Nueva York"
Quali sono i cinque quartieri di New York?,it,"cinque quartieri, New York"
Donne-moi cinq quartiers de New York.,fr,"quartiers, New York"
Wat zijn de fijv wijken van New York?,nl,"New York, wijken"
न्यूयॉर्क के पांच नगर क्या हैं?,hi_IN,"न्यूयॉर्क, पांच नगर"
Care sunt cele cinci cartiere din New York?,ro,"cinci cartiere, New York"
Is Cola a beverage?,en,"Cola, beverage"
Ist Cola ein Getränk?,de,"Cola, Getränk"
¿La Coca Cola es una bebida?,es,"Coca Cola, bebida"
La Cola è una bevanda?,it,"Cola, bevanda"
Le Coca est-il une boisson?,fr,"Coca, boisson"
Is cola een drank?,nl,"Cola, drank"
क्या कोला एक पेय है?,hi_IN,"कोला, पेय"
Cola este o băutură?,ro,"Cola, băutură"
Where in France is sparkling wine produced?,en,"produced, France, sparkling wine"
Wo in Frankreich wird Schaumwein hergestellt?,de,"Frankreich, hergestellt, Schaumwein"
¿Dónde en Francia se produce el vino espumoso?,es,"produce, Francia, vino espumoso"
Dove si produce vino frizzante in Francia?,it,"produrre, Francia, vino frizzante"
Où produit-on du vin mousseux en France?,fr,"france, produit, vin mousseux"
Waar in Frankrijk word mousserende wijn geproduceerd?,nl,"Frankrijk, mousserende wijn, geproduceerd"
फ्रांस में स्पार्कलिंग वाइन का उत्पादन कहाँ होता है?,hi_IN,"फ्रांस, स्पार्कलिंग वाइन, उत्पादन"
Unde în Franța este produs vinul spumant?,ro,"produs, Franța, vin spumant"
Are there any castles in the United States?,en,"castles, United States"
,fa,
Gibt es irgendwelche Schlösser in den Vereinigten Staaten?,de,"Schlösser, Vereinigte Staaten"
,es,
Ci sono castelli negli Stati Uniti?,it,"castelli, Stati Uniti"
Y a-t-il des châteaux aux États-Unis?,fr,"châteaux, États-Unis"
,nl,
,ro,
Can you find frescoes in Crete?,en,"frescoes, Crete"
,fa,
Können Sie Fresken in Kreta finden?,de,"Fresken, Kreta"
,es,
Si possono trovare affreschi a Creta?,it,"affreschi, Creta"
Peut-on trouver des fresques en Crète?,fr,"fresques, Crète"
,nl,
,ro,
Do Urdu and Persian have a common root?,en,"Urdu, Persian, common root"
,fa,
Haben Urdu und Perser eine gemeinsame Wurzel?,de,"Urdu, Perser, gemeinsame Wurzel"
,es,
Urdu e Persiano hanno le stesse radici?,it,"Urdu, Persiano, stesse, radici"
Est-ce que l'ourdou et le persan ont une origine commune?,fr,"ourdou, persan, origine commune"
,nl,
,ro,
Does the Ford Motor Company have a manufacturing plant in Malaysia?,en,"Ford Motor Company, manufacturing plant, Malaysia"
,fa,
Hat Ford eine Frabik in Malaysia?,de,"Ford, Fabrik, Malaysia"
,es,
La Ford ha una fabbrica in Malesia?,it,"Ford, fabbrica, Malesia"
Est-ce que Ford possède une usine en Malaisie?,fr,"Ford, usine, Malaisie"
,nl,
,ro,
How many years was the Ford Model T manufactured?,en,"years, Ford Model T, manufactured"
,fa,
Wie viele Jahre wurde das Ford Model T hergestellt?,de,"Jahre, Ford Model T, hergestellt"
,es,
Per quanti anni fu prodotta la Ford T?,it,"anni, Ford T, prodotta"
Pendant combien d'années la Ford T a-t-elle été fabriquée?,fr,"années, Ford T, frabriquée"
,nl,
,ro,
Give me all gangsters from the prohibition era.,en,"gangsters, prohibition era"
,fa,
Gib mir alle Gangster der Prohibitions Ära.,de,"Gangster, Prohibitions Ära"
,es,
Dammi tutti i gangster dell'era del proibizionismo.,it,"gangster, era, proibizionismo"
Donnez-moi le nom de tous les gangsters de la Prohibition.,fr,"gangsters, Prohibition"
,nl,
,ro,
Give me all Seven Wonders of the Ancient World.,en,Seven Wonders of the Ancient World
,fa,
Gib mir alle Sieben Wunder der Antiken Welt.,de,Sieben Wunder der Antiken Welt
,es,
Dammi tutte le Sette Meraviglie del Mondo Antico.,it,Sette Meraviglie del Mondo Antico
Donnez-moi le nom des Sept Merveilles du Monde antique.,fr,Sept Merveilles du Monde antique
,nl,
,ro,
Give me all chemical elements.,en,chemical elements
,fa,
Gib mir alle Chemischen Elemente.,de,Chemische Elemente
,es,
Dammi tutti gli elementi chimici.,it,elementi chimici
Donnez-moi le nom de tous les éléments chimiques.,fr,éléments chimiques
,nl,
,ro,
How many rivers and lakes are in South Carolina?,en,"rivers, lakes, South Carolina"
,fa,
Wie viele Flüsse und Seen gibt es in South Carolina?,de,"Flüsse, Seen, South Carolina"
,es,
Quanti fiumi e laghi ci sono in Carolina del Sud?,it,"fiumi, laghi, Carolina del Sud"
Combien de rivières et de lacs y a-t-il en Caroline du Sud?,fr,"rivières, lacs, Caroline du Sud"
,nl,
,ro,
How many states are in Mexico?,en,"states, Mexico"
,fa,
Wie viele Staaten gibt es in Mexiko?,de,"Staaten, Mexiko"
,es,
Quanti stati ci sono in Messico?,it,"stati, Messico"
Combien d'états y a-t-il au Mexique?,fr,"états, Mexique"
,nl,
,ro,
How many theories did Albert Einstein come up with?,en,"theories, Albert Einstein, come up"
,fa,
Wie viele Theorien hat Albert Einstein formuliert?,de,"Theorien, Albert Einstein, formuliert"
,es,
Quante teorie formulò Albert Einstein?,it,"teorie, formulò, Albert Einstein"
Combien de théories a Albert Einstein formulé?,fr,"théories, Albert Einstein, formulé"
,nl,
,ro,
Is horse racing a sport?,en,"horse racing, sport"
,fa,
Ist Pferderennen ein Sport,de,"Pferderennen, Sport"
,es,
L'ippica è uno sport?,it,"ippica, sport"
Est-ce que les courses hippiques sont un sport?,fr,"courses hippiques, sport"
,nl,
,ro,
Is Pluto really a planet?,en,"Pluto, planet"
,fa,
Ist Pluto wirklich ein Planet?,de,"Pluto, Planet"
,es,
Plutone è veramente un pianeta?,it,"Plutone, pianeta"
Est-ce que Pluton est réellement une planète?,fr,"Pluton, planète"
,nl,
,ro,
Was Sigmund Freud married?,en,"Sigmund Freud, married"
,fa,
War Sigmund Freud verheiratet?,de,"Sigmund Freud, verheiratet"
,es,
Sigmund Freud era sposato?,it,"Sigmund Freud, sposato"
Est-ce que Sigmund Freud était marié?,fr,"Sigmund Freud, marié"
,nl,
,ro,
What form of government is found in South Africa?,en,"form, government, South Africa"
,fa,
Welche Regierungsform hat Südafrika?,de,"Regierungsform, Südafrika"
,es,
Che forma di governo c'è in Sudafrica?,it,"forma, governo, Sudafrica"
Quelle forme de gouvernement y a-t-il en Afrique du Sud?,fr,"forme, gouvernement, Afrique du Sud"
,nl,
,ro,
What is the largest state in the United States?,en,"largest state, United States"
,fa,
Was ist der größte Staat in den Vereinigten Staaten?,de,"größte Staat, Vereinigten Staaten"
,es,
Qual è lo stato più esteso degli Stati Uniti?,it,"stato più esteso, Stati Uniti"
Quel est le plus grand état des États-Unis?,fr,"le plus grand état, États-Unis"
,nl,
,ro,
What is the longest river in the world?,en,"longest river, world"
,fa,
Was ist der längste Fluss der Welt?,de,"längste Fluss, Welt"
,es,
Qual è il fiume più lungo del mondo?,it,"fiume più lungo, mondo"
Quelle est la rivière la plus longue au monde?,fr,"rivière, la plus longue, monde"
,nl,
,ro,
Which building after the Burj Khalifa has the most floors?,en,"building, after, Burj Khalifa, most floors"
,fa,
Welches Gebäude nach dem Burj Khalifa hat die meisten Etagen,de,"Gebäude, nach, Burj Khalifa, meisten Etagen"
,es,
Quale edificio dopo il Burj Khalifa ha più piani?,it,"edificio, dopo, Burj Khalifa, più piani"
Quel édifice a le plus grand nombre d'étages après le Burj Khalifa?,fr,"édifice, le plus grand nombre d'étages, après, Burj Khalifa "
,nl,
,ro,
What is the wavelength of indigo?,en,"wavelength, indigo"
,fa,
Was ist die Wellenlänge von Indigo?,de,"Wellenlänge, Indigo"
,es,
Qual è la lunghezza d'onda dell'indaco?,it,"lunghezza d'onda, indaco"
Quelle est la longueur d'onde de l'indigo?,fr,"longueur d'onde, indigo"
,nl,
,ro,
What was the name of the famous battle in 1836 in San Antonio?,en,"famous battle, 1836, San Antonio"
,fa,
Wie ist der Name der berühmten Schlacht von 1836 in San Antonio?,de,"berühmte Schlacht, 1836, San Antonio"
,es,
Quale fu il nome della famosa battaglia di San Antonio del 1836?,it,"famosa battaglia, San Antonio, 1836"
Quel est le nom de la célèbre bataille de San Antonio en 1836?,fr,"célèbre bataille, San Antonio, 1836"
,nl,
,ro,
What were the names of the three ships used by Columbus?,en,"three ships, used, Columbus"
,fa,
"Was waren die Namen der drei Schiffe, die Columbus benutzte?",de,"drei Schiffe, Columbus, benutzte"
,es,
Quali furono i nomi delle tre navi utilizzate da Colombo?,it,"tre navi, utilizzate, Colombo"
Quels sont les noms des trois bateaux utilisés par Colomb?,fr,"trois bateaux, utilisés, Colomb"
,nl,
,ro,
When did Muhammad die?,en,"Muhammad, die"
,fa,
Wann ist Muhammad gestorben?,de,"Muhammad, gestorben"
,es,
Quando morì Maometto?,it,"morì, Maometto"
Quand est mort Mahomet?,fr,"mort, Mahomet"
,nl,
,ro,
When was the De Beers company founded?,en,"De Beers company, founded"
,fa,
Wann wurde De Beers gegründet?,de,"De Beers, gegründet"
,es,
Quando fu fondata l'azienda De Beers?,it,"fondata, De Beers"
Quand a été fondée la société De Beers?,fr,"fondée, société De Beers"
,nl,
,ro,
When was John Adams born?,en,"John Adams, born"
,fa,
Wann wurde John Adams geboren?,de,"John Adams, geboren"
,es,
Quando nacque John Adams?,it,"nacque, John Adams"
Quand est né John Adams?,fr,"né, John Adams"
,nl,
,ro,
Which American presidents were in office during the Vietnam War?,en,"American presidents, office, Vietnam War"
,fa,
Welche Amerikanischen Präsidenten waren während des Vietnamkriegs im Amt?,de,"Amerikanischer Präsidenten, Vietnamkriegs, Amt"
,es,
Quali presidenti americani erano in carica durante la Guerra del Vietnam?,it,"presidenti americani, in carica, Guerra del Vietnam"
Quels présidents américains étaient au pouvoir pendant la guerre du Vietnam?,fr,"président américain, au pouvoir, guerre du Vietnam"
,nl,
,ro,
Which city has the oldest running metro?,en,"city, oldest running metro"
,fa,
Welche Stadt hat die älteste funktionierende U-Bahn?,de,"Stadt, älteste funktionierende U-Bahn"
,es,
Quale città ha la più antica metropolitana in funzione?,it,"città, più antica metropolitana, in funzione"
Quelle ville a le plus vieux métro en fonction?,fr,"ville, le plus vieux métro, en fonction"
,nl,
,ro,
Which holidays are celebrated around the world?,en,"holidays, celebrated, world"
,fa,
Welche Feiertage werden auf der Welt gefeiert?,de,"Feiertage, Welt, gefeiert"
,es,
Quali festività sono celebrate nel mondo?,it,"festività, celebrate, mondo"
Quelles fêtes sont célébrées autour du monde?,fr,"fêtes, célébrées, monde"
,nl,
,ro,
Who assassinated President McKinley?,en,"assassinated, President McKinley"
,fa,
Wer hat Präsident McKinley ermordet?,de,"Präsident McKinley, ermordet"
,es,
Chi assassinò il presidente McKinley?,it,"assassinò, presidente McKinley"
Qui a assassiné le président McKinley?,fr,"assassiné, président McKinley"
,nl,
,ro,
Who discovered Pluto?,en,"discovered, Pluto"
,fa,
Wer hat Pluto entdeckt?,de,"Pluto, entdeckt"
,es,
Chi scoprì Plutone?,it,"scoprì, Plutone"
Qui a découvert Pluton?,fr,"découvert, Pluton"
,nl,
,ro,
Who killed Caesar?,en,"killed, Caesar"
,fa,
Wer hat Caesar getötet?,de,"Caesar, getötet"
,es,
Chi uccise Giulio Cesare?,it,"uccise, Giulio Cesare"
Qui a tué César?,fr,"tué, César"
,nl,
,ro,
Who was buried in the Great Pyramid of Giza?,en,"buried, Great Pyramid of Giza"
,fa,
Wer wurde in der Cheops-Pyramide begraben?,de,"Cheops-Pyramide, begraben"
,es,
Chi fu sepolto nella Grande Piramide di Giza?,it,"sepolto, Grande Piramide di Giza"
Qui est enterré dans la grande pyramide de Gizeh?,fr,"enterré, grande pyramide de Gizeh"
,nl,
,ro,
Who was the first King of England?,en,first King of England
,fa,
Wer war der erste König von England?,de,erste König von England
,es,
Chi fu il primo Re d'Inghilterra?,it,primo Re d'Inghilterra
Qui était le premier roi d'Angleterre?,fr,premier roi d'Angleterre
,nl,
,ro,
What was the final result of the War of the Roses?,en,"result, War of Roses"
,fa,
Was war das Endergebnis der Rosenkriege?,de,"Endergebnis, Rosenkriege"
,es,
Quale fu il risultato finale della Guerra delle Due Rose?,it,"risultato, Guerra delle Due Rose"
Quel a été le résultat final de la Guerre des Rose?,fr,"résultat final, Guerre des Rose"
,nl,
,ro,
Who writes the Farmers' Almanac?,en,"writes, Farmers' Almanac"
,fa,
Wer schreibt das Farmes' Almanac?,de,"schreibt, Farmers' Almanac"
,es,
Chi scrive il Farmers' Almanac?,it,"scrive, Farmers' Almanac"
Qui écrit l'Almanach des fermiers?,fr,"écrit, Almanach des fermiers"
,nl,
,ro,
How big is the earth's diameter?,en,"big, earth, diameter"
,fa,
Wie groß ist der Durchmesser der Erde?,de,"groß, Durchmesser, Erde"
,es,
Quanto è grande il diametro della Terra?,it,"grande, diametro, Terra"
Quelle est la longueur du diamètre de la Terre?,fr,"longueur, diamètre, Terre"
,nl,
,ro,
How many people live in Eurasia?,en,"people, Eurasia"
,fa,
Wie viele Menschen leben in Eurasien?,de,"Menschen, Eurasien"
,es,
Quante persone vivono in Eurasia?,it,"persone, Eurasia"
Combien de personnes vivent en Eurasie?,fr,"personnes, Eurasie"
,nl,
,ro,
Give me the runtime of Toy Story.,en,"runtime, Toy Story"
,fa,
Gib mir die Laufzeit von Toy Story.,de,"Laufzeit, Toy Story"
,es,
Dammi la durata di Toy Story.,it,"durata, Toy Story"
Donnez-moi la durée de Toy Story.,fr,"durée, Toy Story"
,nl,
,ro,
What was the first name of the band Queens of the Stone Age?,en,"first name, Queens of the Stone Age"
,fa,
Was war der erste Name der Band Queens of the Stone Age?,de,"erste Name, Queens of the Stone Age"
,es,
Qual è stato il primo nome del gruppo Queens of the Stone Age?,it,"primo nome, Queens of the Stone Age"
Quel était le premier nom du groupe Queens of the Stone Age?,fr,"premier nom, Queens of the Stone Age"
,nl,
,ro,
Give me the birth place of Frank Sinatra.,en,"birth place, Frank Sinatra"
,fa,
Gib mir den Geburtsort von Frank Sinatra.,de,"Geburtsort, Frank Sinatra"
,es,
Dammi il luogo di nascita di Frank Sinatra.,it,"luogo di nascita, Frank Sinatra"
Donnez-moi le lieu de naissance de Frank Sinatra.,fr,"lieu de naissance, Frank Sinatra"
,nl,
,ro,
Which university did Angela Merkel attend?,en,"university, Angela Merkel"
,fa,
Welche Universiät hat Angela Merkel besucht?,de,"Universität, Angela Merkel"
,es,
Quale università ha frequentato Angela Merkel?,it,"università, frequentato, Angela Merkel"
Quelle université a Angela Merkel fréquenté?,fr,"université, Angela Merkel, fréquenté"
,nl,
,ro,
