questions,lang
is peer reviewed,en
is route stop,en
island,en
iso code of a community,en
iso code of a place,en
iso code of a province,en
israeliNewSheqel,en
iss dockings,en
issn,en
ist,en
ithf date,en
its calculation needs,en
iucn category,en
jamaicanDollar,en
japaneseYen,en
jockey,en
jockey (horse racer),en
joint community,en
jordanianDinar,en
joule,en
journalist,en
judge,en
junior season,en
junior team,en
junior years end year,en
junior years start year,en
jure language,en
jurisdiction,en
jutsu,en
kazakhstaniTenge,en
kelvin,en
kenyanShilling,en
key person,en
khl draft team,en
khl draft year,en
killed by,en
kiloampere,en
kilobit,en
kilobyte,en
kilocalorie,en
kilogram,en
kilogramForce,en
kilogramPerCubicMetre,en
kilogramPerLitre,en
kilohertz,en
kilojoule,en
kilolightYear,en
kilolitre,en
kilometre,en
kilometrePerHour,en
kilometrePerSecond,en
kilometresPerLitre,en
kilonewton,en
kilopascal,en
kilopond,en
kilovolt,en
kilowatt,en
kilowattHour,en
kind of coordinate,en
kind of criminal,en
kind of criminal action,en
kind of rock,en
kindOfLanguage,en
kingdom,en
knot,en
known for,en
ko,en
kuwaitiDinar,en
kyrgyzstaniSom,en
label of a website,en
lacrosse league,en
lacrosse player,en
lah hof,en
lake,en
land,en
land percentage of a place,en
land registry code,en
landeshauptmann,en
landing date,en
landing site,en
landing vehicle,en
language,en
language code,en
language regulator or academy,en
laoKip,en
largest city,en
largest metro,en
largest settlement,en
largest win,en
last air date,en
last appearance,en
last champion,en
last election date,en
last family member,en
last flight,en
last flight end date,en
last flight start date,en
last launch,en
last launch date,en
last launch rocket,en
last position,en
last publication date,en
last race,en
last season,en
last win,en
laterality,en
latest preview date,en
latest preview version,en
latest release date,en
latest release version,en
latvianLats,en
launch,en
launch date,en
launch pad,en
launch site,en
launch vehicle,en
launches,en
law,en
law country,en
law firm,en
laying down,en
layout,en
lchf draft year,en
lead team,en
lead year,en
leader,en
leader name,en
leader party,en
leader title,en
leaderFunction,en
leadership,en
league,en
league champion,en
league manager,en
lebanesePound,en
left child,en
left tributary,en
legal arrondissement,en
legal article,en
legal form,en
legend thumbnail localization,en
legislative period name,en
legislature,en
length (km),en
length (mm),en
length (μ),en
length of a coast,en
length of a frontier,en
length of runway (μ),en
length quote,en
length reference,en
lesothoLoti,en
lethal when given to chickens,en
lethal when given to mice,en
lethal when given to rabbits,en
lethal when given to rats,en
letter,en
liberianDollar,en
library,en
libretto,en
libyanDinar,en
licence letter of a german settlement,en
licence number,en
licence number label,en
license,en
licensee,en
lieutenancy,en
lieutenant,en
life cycle event,en
life expectancy,en
liga de fútbol canadiense,en
ligament,en
light novel,en
lightYear,en
lighthouse,en
lihf hof,en
limit,en
line,en
line length (μ),en
line of fashion,en
linguist,en
linguistics tradition,en
linked space,en
linked to,en
lipid,en
list,en
list item,en
literary genre,en
lithuanianLitas,en
litre,en
little pool record,en
livingPlace,en
load limit (g),en
local authority,en
local phone prefix,en
locality,en
locality of a switzerland settlement,en
localization of the island,en
located in area,en
location,en
location city,en
locationName,en
lock,en
locomotive,en
locus supplementary data,en
logo,en
long distance piste kilometre (μ),en
long distance piste number,en
longName,en
longtype,en
lounge,en
lower age,en
lower earth orbit payload (g),en
lower earth orbit payload (kg),en
lowest,en
lowest mountain,en
lowest place,en
lowest point,en
lowest position,en
lowest region,en
lowest state,en
lunar EVA time (s),en
lunar EVA time (ω),en
lunar crater,en
lunar landing site,en
lunar module,en
lunar orbit time (s),en
lunar orbit time (ω),en
lunar rover,en
lunar sample mass (g),en
lunar sample mass (kg),en
lunar surface time (s),en
lunar surface time (ω),en
lymph,en
lyrics,en
macanesePataca,en
macedonianDenar,en
magazine,en
magenta coordinate in the CMYK space,en
maiden flight,en
maiden flight rocket,en
maiden voyage,en
main branch,en
main building,en
main character,en
main domain,en
main interest,en
main island,en
main islands,en
main organ,en
mainspan (μ),en
maintained by,en
major island,en
major shrine,en
majority floor leader,en
majority leader,en
makeup artist,en
malagasyAriary,en
malawianKwacha,en
malaysianRinggit,en
maldivianRufiyaa,en
mammal,en
management,en
management country,en
management elevation (μ),en
management mountain,en
management place,en
management position,en
management region,en
manager,en
manager club,en
manager season,en
manager title,en
manager years,en
manager years end year,en
manager years start year,en
managing editor,en
mandate of a prefect of a romanian settlement,en
mandate of the president of the general council,en
manga,en
manhua,en
manhwa,en
manufacturer,en
map,en
map caption,en
map description,en
march,en
market capitalisation ($),en
marriage,en
martial artist,en
mascot,en
mass (g),en
mass (kg),en
massif,en
masters wins,en
match point,en
material,en
mauritanianOuguiya,en
mauritianRupee,en
max,en
maximum ELO rating,en
maximum absolute magnitude,en
maximum apparent magnitude,en
maximum area,en
maximum area quote,en
maximum boat beam (μ),en
maximum boat length (μ),en
maximum depth (μ),en
maximum depth quote,en
maximum discharge (m³/s),en
maximum elevation (μ),en
maximum inclination,en
maximum preparation time (s),en
maximum temperature (K),en
mayor,en
mayor article,en
mayor councillor,en
mayor function of a switzerland settlement,en
mayor title of a hungarian settlement,en
mayorMandate,en
mean of transportation,en
mean radius (km),en
mean radius (μ),en
mean temperature (K),en
meaning,en
measurements,en
medalist,en
media,en
media item,en
media type,en
medician,en
meeting,en
meeting building,en
meeting city,en
meeting road,en
megabit,en
megabyte,en
megacalorie,en
megahertz,en
megalitre,en
megametre,en
meganewton,en
megapascal,en
megapond,en
megavolt,en
megawatt,en
megawattHour,en
melting point (K),en
member,en
member of parliament,en
membership,en
memorial,en
memorial ID number,en
mentor,en
merged into party,en
merged settlement,en
merger date,en
metre,en
metrePerSecond,en
metropolitan borough,en
mexicanPeso,en
mgiid,en
micro-region,en
microampere,en
microlitre,en
micrometre,en
microsecond,en
microvolt,en
mile,en
milePerHour,en
military aircraft,en
military branch,en
military command,en
military conflict,en
military function,en
military government,en
military person,en
military rank,en
military structure,en
military unit,en
military unit size,en
military vehicle,en
mill code BE,en
mill code NL,en
mill dissapeared code NL,en
mill span (μ),en
mill type,en
milliampere,en
millibar,en
millicalorie,en
milligram,en
milligramForce,en
millihertz,en
millilitre,en
millimetre,en
millinewton,en
millipascal,en
millipond,en
millisecond,en
millivolt,en
milliwatt,en
milliwattHour,en
millsCodeNLWindmotoren,en
min,en
mine,en
mineral,en
minimum area,en
minimum area quote,en
minimum discharge (m³/s),en
minimum elevation (μ),en
minimum inclination,en
minimum preparation time (s),en
minimum system requirements,en
minimum temperature (K),en
minority,en
minority floor leader,en
minority leader,en
minute,en
mir dockings,en
mission,en
mission duration (s),en
mission duration (μ),en
missions,en
mixed martial arts event,en
mixed martial arts league,en
mobile phone,en
model,en
model end date,en
model end year,en
model start date,en
model start year,en
moldovanLeu,en
molecular weight,en
mollusca,en
monarch,en
monastery,en
mongolianTögrög,en
month,en
monument,en
monument code (municipal),en
monument code (national),en
monument code (provinciall),en
monument code for the Monuments Inventory Project,en
monument protection status,en
mood,en
moroccanDirham,en
mosque,en
moss,en
most down point of a norwegian settlement,en
most steady,en
most successfull,en
most wins,en
mother,en
motocycle racer,en
motor race,en
motorcycle,en
motorcycle racing league,en
motorcycle rider,en
motorsport racer,en
motorsport season,en
motto,en
mount,en
mountain,en
mountain pass,en
mountain range,en
mouth country,en
mouth district,en
mouth elevation (μ),en
mouth mountain,en
mouth place,en
mouth position,en
mouth region,en
mouth state,en
movement,en
movie,en
movie genre,en
moving image,en
mozambicanMetical,en
mukthar of a lebanon settlement,en
multi volume publication,en
municipality,en
municipality code,en
murderer,en
muscle,en
museum,en
museumType,en
music by,en
music composer,en
music director,en
music festival,en
music fusion genre,en
music genre,en
music subgenre,en
musicFormat,en
musicType,en
musical,en
musical artist,en
musical band,en
musical key,en
musical work,en
musicians,en
mute character in play,en
mvp,en
myanmaKyat,en
mythological figure,en
mythology,en
name,en
name day,en
name in Hangul-written Korean,en
name in Hanja-written (traditional) Korean,en
name in Japanese,en
name in Mindongyu Chinese,en
name in Minnanyu Chinese,en
name in Pinyin Chinese,en
name in Simplified Chinese,en
name in Traditional Chinese,en
name in Yue Chinese,en
name in ancient Greek,en
name in latin,en
name in the Wade-Giles transscription of Chinese,en
named after,en
named by language,en
names,en
namibianDollar,en
nanometre,en
nanonewton,en
nanosecond,en
narrator,en
naruto character,en
nascar driver,en
nation,en
national affiliation,en
national championship,en
national collegiate athletic association athlete,en
national football league event,en
national football league season,en
national ranking,en
national selection,en
national soccer club,en
national team,en
national team match point,en
national team year,en
national tournament bronze,en
national tournament gold,en
national tournament silver,en
national years,en
nationality,en
natural event,en
natural place,en
natural region,en
nautialMile,en
ncaa season,en
ncbhof,en
nearest city,en
neighboring municipality,en
neighbour constellations,en
neighbour region,en
neighbourhood of a hungarian settlement,en
nepaleseRupee,en
nerve,en
net income ($),en
netball player,en
netherlandsAntilleanGuilder,en
network,en
networth ($),en
newTaiwanDollar,en
newZealandDollar,en
newspaper,en
newton,en
newtonCentimetre,en
newtonMetre,en
newtonMillimetre,en
next entity,en
next event,en
next mission,en
nfl code,en
nfl season,en
nfl team,en
nicaraguanCórdoba,en
nigerianNaira,en
no contest,en
nobel laureates,en
noble,en
nominee,en
non professional career,en
non-fiction subject,en
non-profit organisation,en
north place,en
north-east place,en
north-west place,en
northKoreanWon,en
norwegian center,en
norwegian landskap,en
norwegianKrone,en
not soluble in,en
notable commander,en
notable features,en
notable student,en
notable wine,en
notable work,en
notableIdea,en
note,en
note on place of burial,en
note on resting place,en
notes,en
notify date,en
novel,en
number,en
number built,en
number of academic staff,en
number of albums,en
number of arrondissement,en
number of bombs,en
number of bronze medals won,en
number of canton,en
number of classrooms,en
number of clubs,en
number of competitors,en
number of contries inside en continent,en
number of counties,en
number of countries,en
number of crew,en
number of deaths,en
number of dependency,en
number of district,en
number of districts,en
number of doctoral students,en
number of employees,en
number of entrances,en
number of episodes,en
number of films,en
number of goals scored,en
number of gold medals won,en
number of graduate students,en
number of graves,en
number of holes,en
number of houses present),en
number of intercommunality,en
number of islands,en
number of items in collection,en
number of lanes,en
number of laps,en
number of launches,en
number of lawyers,en
number of licensed,en
number of lines,en
number of live albums,en
number of locations,en
number of matches or caps,en
number of members,en
number of members as of,en
number of ministries,en
number of neighbourhood,en
number of newly introduced sports,en
number of offices,en
number of officials,en
number of orbits,en
number of pads,en
number of pages,en
number of parking lots for cars,en
number of parking lots for trucks,en
number of parking spaces,en
number of participating athletes,en
number of participating female athletes,en
number of participating male athletes,en
